pu,borough,part,lon,lat
65,Brooklyn,0,-73.98014,40.6947
65,Brooklyn,0,-73.97917,40.69349
65,Brooklyn,0,-73.98251,40.69361
65,Brooklyn,0,-73.98254,40.693
65,Brooklyn,0,-73.98176,40.69296
65,Brooklyn,0,-73.98213,40.69123
65,Brooklyn,0,-73.98148,40.68993
65,Brooklyn,0,-73.98372,40.69001
65,Brooklyn,0,-73.99097,40.69255
65,Brooklyn,0,-73.99044,40.69383
65,Brooklyn,0,-73.99142,40.69778
65,Brooklyn,0,-73.99093,40.70077
65,Brooklyn,0,-73.98712,40.70063
66,Brooklyn,0,-73.97906,40.70595
66,Brooklyn,0,-73.98074,40.70128
66,Brooklyn,0,-73.98051,40.69745
66,Brooklyn,0,-73.98312,40.69754
66,Brooklyn,0,-73.98305,40.69838
66,Brooklyn,0,-73.98697,40.6985
66,Brooklyn,0,-73.98679,40.70063
66,Brooklyn,0,-73.99093,40.70077
66,Brooklyn,0,-73.99545,40.70328
66,Brooklyn,0,-73.99466,40.70343
66,Brooklyn,0,-73.99478,40.70425
66,Brooklyn,0,-73.99351,40.70462
66,Brooklyn,0,-73.99095,40.70403
66,Brooklyn,0,-73.99023,40.70493
66,Brooklyn,0,-73.9883,40.70454
66,Brooklyn,0,-73.98796,40.70513
66,Brooklyn,0,-73.98093,40.70537
66,Brooklyn,0,-73.98091,40.70591
66,Brooklyn,0,-73.97906,40.70595
67,Brooklyn,0,-74.01515,40.63322
67,Brooklyn,0,-74.01,40.63011
67,Brooklyn,0,-74.00702,40.63211
67,Brooklyn,0,-74.00193,40.62903
67,Brooklyn,0,-74.00251,40.62847
67,Brooklyn,0,-73.99724,40.62529
67,Brooklyn,0,-73.99771,40.62368
67,Brooklyn,0,-73.99932,40.62466
67,Brooklyn,0,-74.01702,40.60765
67,Brooklyn,0,-74.0155,40.60684
67,Brooklyn,0,-74.01869,40.60361
67,Brooklyn,0,-74.0213,40.60443
67,Brooklyn,0,-74.02079,40.60567
67,Brooklyn,0,-74.02248,40.60667
67,Brooklyn,0,-74.02151,40.60782
67,Brooklyn,0,-74.0243,40.60946
67,Brooklyn,0,-74.02458,40.61022
67,Brooklyn,0,-74.02478,40.6097
67,Brooklyn,0,-74.02711,40.61024
67,Brooklyn,0,-74.02638,40.61245
67,Brooklyn,0,-74.02754,40.61294
67,Brooklyn,0,-74.02525,40.61668
67,Brooklyn,0,-74.02009,40.62242
67,Brooklyn,0,-74.0197,40.62218
67,Brooklyn,0,-74.01515,40.63322
68,Manhattan,0,-73.99163,40.75471
68,Manhattan,0,-74.00252,40.73975
68,Manhattan,0,-74.0082,40.74215
68,Manhattan,0,-73.99731,40.75711
68,Manhattan,0,-73.99163,40.75471
69,Bronx,0,-73.91169,40.82776
69,Bronx,0,-73.91131,40.82485
69,Bronx,0,-73.91317,40.82546
69,Bronx,0,-73.91351,40.8248
69,Bronx,0,-73.91541,40.82577
69,Bronx,0,-73.92518,40.81801
69,Bronx,0,-73.92732,40.81856
69,Bronx,0,-73.91986,40.83195
69,Bronx,0,-73.91371,40.83881
69,Bronx,0,-73.91194,40.8432
69,Bronx,0,-73.90515,40.84255
69,Bronx,0,-73.90538,40.83977
69,Bronx,0,-73.91049,40.83074
69,Bronx,0,-73.90896,40.83023
69,Bronx,0,-73.91169,40.82776
70,Queens,0,-73.85912,40.76128
70,Queens,0,-73.8545,40.75828
70,Queens,0,-73.87514,40.75663
70,Queens,0,-73.87601,40.76144
70,Queens,0,-73.875,40.76126
70,Queens,0,-73.87639,40.769
70,Queens,0,-73.87609,40.77154
70,Queens,0,-73.87143,40.77158
70,Queens,0,-73.8681,40.77017
70,Queens,0,-73.8634,40.76646
70,Queens,0,-73.85912,40.76128
71,Brooklyn,0,-73.93191,40.65654
71,Brooklyn,0,-73.93139,40.65169
71,Brooklyn,0,-73.93038,40.65173
71,Brooklyn,0,-73.92911,40.6398
71,Brooklyn,0,-73.92574,40.64001
71,Brooklyn,0,-73.92652,40.63649
71,Brooklyn,0,-73.92745,40.63526
71,Brooklyn,0,-73.93727,40.63465
71,Brooklyn,0,-73.93702,40.63231
71,Brooklyn,0,-73.94463,40.63184
71,Brooklyn,0,-73.94537,40.63879
71,Brooklyn,0,-73.94826,40.63861
71,Brooklyn,0,-73.94841,40.63999
71,Brooklyn,0,-73.94744,40.64005
71,Brooklyn,0,-73.94779,40.64331
71,Brooklyn,0,-73.94587,40.64342
71,Brooklyn,0,-73.94667,40.65095
71,Brooklyn,0,-73.94571,40.65101
71,Brooklyn,0,-73.94607,40.65441
71,Brooklyn,0,-73.94703,40.65434
71,Brooklyn,0,-73.94716,40.65559
71,Brooklyn,0,-73.93191,40.65654
72,Brooklyn,0,-73.92021,40.65998
72,Brooklyn,0,-73.91959,40.662
72,Brooklyn,0,-73.91236,40.65551
72,Brooklyn,0,-73.91012,40.65585
72,Brooklyn,0,-73.90933,40.65281
72,Brooklyn,0,-73.90856,40.6521
72,Brooklyn,0,-73.91995,40.64471
72,Brooklyn,0,-73.91974,40.64278
72,Brooklyn,0,-73.92333,40.6399
72,Brooklyn,0,-73.92357,40.6425
72,Brooklyn,0,-73.92538,40.64238
72,Brooklyn,0,-73.92574,40.64001
72,Brooklyn,0,-73.92911,40.6398
72,Brooklyn,0,-73.93038,40.65173
72,Brooklyn,0,-73.93139,40.65169
72,Brooklyn,0,-73.93191,40.65654
72,Brooklyn,0,-73.92799,40.6568
72,Brooklyn,0,-73.92834,40.66006
72,Brooklyn,0,-73.92726,40.65934
72,Brooklyn,0,-73.92646,40.65981
72,Brooklyn,0,-73.93068,40.66362
72,Brooklyn,0,-73.92638,40.66551
72,Brooklyn,0,-73.92021,40.65998
73,Queens,0,-73.79472,40.75065
73,Queens,0,-73.7973,40.74944
73,Queens,0,-73.79468,40.74721
73,Queens,0,-73.80335,40.74643
73,Queens,0,-73.80288,40.74977
73,Queens,0,-73.80751,40.75014
73,Queens,0,-73.81416,40.74614
73,Queens,0,-73.82085,40.75224
73,Queens,0,-73.81841,40.75383
73,Queens,0,-73.8203,40.75551
73,Queens,0,-73.81789,40.75709
73,Queens,0,-73.82064,40.75887
73,Queens,0,-73.81105,40.76142
73,Queens,0,-73.7994,40.7594
73,Queens,0,-73.79493,40.7578
73,Queens,0,-73.79472,40.75065
74,Manhattan,0,-73.93383,40.81952
74,Manhattan,0,-73.93412,40.80866
74,Manhattan,0,-73.93031,40.80379
74,Manhattan,0,-73.92903,40.80108
74,Manhattan,0,-73.92904,40.79676
74,Manhattan,0,-73.93007,40.7947
74,Manhattan,0,-73.93505,40.79169
74,Manhattan,0,-73.93774,40.79282
74,Manhattan,0,-73.93865,40.79156
74,Manhattan,0,-73.94327,40.79349
74,Manhattan,0,-73.94188,40.79541
74,Manhattan,0,-73.94831,40.79813
74,Manhattan,0,-73.9446,40.80323
74,Manhattan,0,-73.94613,40.80388
74,Manhattan,0,-73.9443,40.80639
74,Manhattan,0,-73.94275,40.80574
74,Manhattan,0,-73.94177,40.80709
74,Manhattan,0,-73.93854,40.80573
74,Manhattan,0,-73.93581,40.8095
74,Manhattan,0,-73.93902,40.81086
74,Manhattan,0,-73.93407,40.81783
74,Manhattan,0,-73.9344,40.81967
74,Manhattan,0,-73.93383,40.81952
75,Manhattan,0,-73.94327,40.79349
75,Manhattan,0,-73.93865,40.79156
75,Manhattan,0,-73.93774,40.79282
75,Manhattan,0,-73.93505,40.79169
75,Manhattan,0,-73.93708,40.78937
75,Manhattan,0,-73.93622,40.7888
75,Manhattan,0,-73.93715,40.78917
75,Manhattan,0,-73.93983,40.78526
75,Manhattan,0,-73.94354,40.78288
75,Manhattan,0,-73.95578,40.78791
75,Manhattan,0,-73.94831,40.79813
75,Manhattan,0,-73.94188,40.79541
75,Manhattan,0,-73.94327,40.79349
76,Brooklyn,0,-73.88064,40.67918
76,Brooklyn,0,-73.87689,40.68016
76,Brooklyn,0,-73.87507,40.68004
76,Brooklyn,0,-73.87231,40.67776
76,Brooklyn,0,-73.86106,40.67434
76,Brooklyn,0,-73.86039,40.67127
76,Brooklyn,0,-73.85763,40.67166
76,Brooklyn,0,-73.85568,40.66387
76,Brooklyn,0,-73.85843,40.66345
76,Brooklyn,0,-73.85761,40.66011
76,Brooklyn,0,-73.86036,40.65965
76,Brooklyn,0,-73.86317,40.65828
76,Brooklyn,0,-73.8627,40.65762
76,Brooklyn,0,-73.86328,40.65694
76,Brooklyn,0,-73.86264,40.65567
76,Brooklyn,0,-73.85976,40.6541
76,Brooklyn,0,-73.85696,40.65059
76,Brooklyn,0,-73.8584,40.647
76,Brooklyn,0,-73.85717,40.64368
76,Brooklyn,0,-73.86289,40.64255
76,Brooklyn,0,-73.8667,40.64002
76,Brooklyn,0,-73.86563,40.63879
76,Brooklyn,0,-73.86867,40.64093
76,Brooklyn,0,-73.87061,40.64486
76,Brooklyn,0,-73.87257,40.64558
76,Brooklyn,0,-73.87922,40.65459
76,Brooklyn,0,-73.87972,40.65438
76,Brooklyn,0,-73.87319,40.64545
76,Brooklyn,0,-73.87327,40.6439
76,Brooklyn,0,-73.8699,40.63893
76,Brooklyn,0,-73.868,40.63812
76,Brooklyn,0,-73.86961,40.63709
76,Brooklyn,0,-73.86956,40.63795
76,Brooklyn,0,-73.87348,40.63629
76,Brooklyn,0,-73.87842,40.63891
76,Brooklyn,0,-73.87458,40.64561
76,Brooklyn,0,-73.8761,40.64621
76,Brooklyn,0,-73.88221,40.65452
76,Brooklyn,0,-73.89001,40.65115
76,Brooklyn,0,-73.89355,40.6552
76,Brooklyn,0,-73.89761,40.65345
76,Brooklyn,0,-73.89586,40.65188
76,Brooklyn,0,-73.90398,40.64663
76,Brooklyn,0,-73.90945,40.65152
76,Brooklyn,0,-73.9074,40.65284
76,Brooklyn,0,-73.90784,40.65459
76,Brooklyn,0,-73.90318,40.65531
76,Brooklyn,0,-73.90039,40.65718
76,Brooklyn,0,-73.89613,40.65781
76,Brooklyn,0,-73.88186,40.66415
76,Brooklyn,0,-73.88331,40.66611
76,Brooklyn,0,-73.88991,40.66378
76,Brooklyn,0,-73.89069,40.66685
76,Brooklyn,0,-73.88977,40.66699
76,Brooklyn,0,-73.89088,40.67132
76,Brooklyn,0,-73.89271,40.67105
76,Brooklyn,0,-73.89367,40.67482
76,Brooklyn,0,-73.89931,40.67398
76,Brooklyn,0,-73.90005,40.67689
76,Brooklyn,0,-73.89654,40.67859
76,Brooklyn,0,-73.89622,40.67736
76,Brooklyn,0,-73.88987,40.6783
76,Brooklyn,0,-73.88467,40.67994
76,Brooklyn,0,-73.88489,40.68081
76,Brooklyn,0,-73.88117,40.68135
76,Brooklyn,0,-73.88064,40.67918
77,Brooklyn,0,-73.90005,40.67689
77,Brooklyn,0,-73.89931,40.67398
77,Brooklyn,0,-73.89367,40.67482
77,Brooklyn,0,-73.89271,40.67105
77,Brooklyn,0,-73.89088,40.67132
77,Brooklyn,0,-73.88977,40.66699
77,Brooklyn,0,-73.89069,40.66685
77,Brooklyn,0,-73.88991,40.66378
77,Brooklyn,0,-73.88331,40.66611
77,Brooklyn,0,-73.88186,40.66415
77,Brooklyn,0,-73.89613,40.65781
77,Brooklyn,0,-73.89881,40.65741
77,Brooklyn,0,-73.89965,40.66074
77,Brooklyn,0,-73.90066,40.66059
77,Brooklyn,0,-73.90145,40.66366
77,Brooklyn,0,-73.90042,40.66381
77,Brooklyn,0,-73.90347,40.67551
77,Brooklyn,0,-73.90005,40.67689
78,Bronx,0,-73.88963,40.85317
78,Bronx,0,-73.88988,40.85207
78,Bronx,0,-73.88276,40.84806
78,Bronx,0,-73.87733,40.84398
78,Bronx,0,-73.87817,40.84262
78,Bronx,0,-73.87459,40.84152
78,Bronx,0,-73.87399,40.84256
78,Bronx,0,-73.87109,40.84432
78,Bronx,0,-73.86889,40.84811
78,Bronx,0,-73.86921,40.84924
78,Bronx,0,-73.86786,40.84886
78,Bronx,0,-73.86835,40.84708
78,Bronx,0,-73.86893,40.84688
78,Bronx,0,-73.86804,40.84481
78,Bronx,0,-73.871,40.84311
78,Bronx,0,-73.8736,40.8398
78,Bronx,0,-73.88006,40.84016
78,Bronx,0,-73.882,40.83744
78,Bronx,0,-73.88275,40.83859
78,Bronx,0,-73.88618,40.84011
78,Bronx,0,-73.8866,40.83928
78,Bronx,0,-73.88814,40.83986
78,Bronx,0,-73.88869,40.83916
78,Bronx,0,-73.88942,40.83942
78,Bronx,0,-73.89538,40.84294
78,Bronx,0,-73.8929,40.84627
78,Bronx,0,-73.89618,40.84666
78,Bronx,0,-73.89407,40.85071
78,Bronx,0,-73.89479,40.85108
78,Bronx,0,-73.89307,40.85325
78,Bronx,0,-73.89217,40.85277
78,Bronx,0,-73.89039,40.85469
78,Bronx,0,-73.88963,40.85317
79,Manhattan,0,-73.98378,40.72154
79,Manhattan,0,-73.9926,40.72414
79,Manhattan,0,-73.9899,40.73443
79,Manhattan,0,-73.97803,40.72943
79,Manhattan,0,-73.98378,40.72154
80,Brooklyn,0,-73.93175,40.72805
80,Brooklyn,0,-73.92958,40.72761
80,Brooklyn,0,-73.92849,40.72661
80,Brooklyn,0,-73.92561,40.72006
80,Brooklyn,0,-73.92482,40.72027
80,Brooklyn,0,-73.92454,40.71934
80,Brooklyn,0,-73.92493,40.71841
80,Brooklyn,0,-73.92888,40.71772
80,Brooklyn,0,-73.92971,40.71705
80,Brooklyn,0,-73.92947,40.71572
80,Brooklyn,0,-73.93221,40.71496
80,Brooklyn,0,-73.93124,40.71372
80,Brooklyn,0,-73.93264,40.71305
80,Brooklyn,0,-73.93203,40.71159
80,Brooklyn,0,-73.93328,40.71098
80,Brooklyn,0,-73.9319,40.71134
80,Brooklyn,0,-73.93036,40.70872
80,Brooklyn,0,-73.93155,40.71186
80,Brooklyn,0,-73.93078,40.71216
80,Brooklyn,0,-73.93161,40.71204
80,Brooklyn,0,-73.93185,40.71256
80,Brooklyn,0,-73.93042,40.71317
80,Brooklyn,0,-73.93105,40.71461
80,Brooklyn,0,-73.92844,40.71553
80,Brooklyn,0,-73.92891,40.71662
80,Brooklyn,0,-73.92827,40.71709
80,Brooklyn,0,-73.9246,40.71795
80,Brooklyn,0,-73.92306,40.71634
80,Brooklyn,0,-73.92489,40.71527
80,Brooklyn,0,-73.92434,40.71412
80,Brooklyn,0,-73.92223,40.71285
80,Brooklyn,0,-73.92075,40.71053
80,Brooklyn,0,-73.92189,40.7094
80,Brooklyn,0,-73.9323,40.70775
80,Brooklyn,0,-73.9348,40.71337
80,Brooklyn,0,-73.94069,40.71196
80,Brooklyn,0,-73.94042,40.71122
80,Brooklyn,0,-73.94379,40.7109
80,Brooklyn,0,-73.94273,40.70447
80,Brooklyn,0,-73.94103,40.70464
80,Brooklyn,0,-73.94089,40.70391
80,Brooklyn,0,-73.94042,40.70108
80,Brooklyn,0,-73.94193,40.70073
80,Brooklyn,0,-73.95024,40.70547
80,Brooklyn,0,-73.95087,40.70951
80,Brooklyn,0,-73.94866,40.70972
80,Brooklyn,0,-73.94937,40.71407
80,Brooklyn,0,-73.95348,40.71407
80,Brooklyn,0,-73.95005,40.71681
80,Brooklyn,0,-73.93175,40.72805
81,Bronx,0,-73.83738,40.89392
81,Bronx,0,-73.82268,40.88962
81,Bronx,0,-73.82249,40.8901
81,Bronx,0,-73.82326,40.88999
81,Bronx,0,-73.82337,40.89108
81,Bronx,0,-73.82285,40.89121
81,Bronx,0,-73.79301,40.88336
81,Bronx,0,-73.79323,40.88282
81,Bronx,0,-73.80551,40.88609
81,Bronx,0,-73.8121,40.88672
81,Bronx,0,-73.81548,40.88669
81,Bronx,0,-73.82027,40.88555
81,Bronx,0,-73.82077,40.88671
81,Bronx,0,-73.82387,40.88778
81,Bronx,0,-73.83065,40.88485
81,Bronx,0,-73.83342,40.88428
81,Bronx,0,-73.83664,40.88212
81,Bronx,0,-73.84324,40.87911
81,Bronx,0,-73.83815,40.87695
81,Bronx,0,-73.83925,40.87662
81,Bronx,0,-73.83746,40.87322
81,Bronx,0,-73.83829,40.87295
81,Bronx,0,-73.83566,40.86751
81,Bronx,0,-73.83316,40.86832
81,Bronx,0,-73.82834,40.86089
81,Bronx,0,-73.84793,40.87134
81,Bronx,0,-73.85364,40.8733
81,Bronx,0,-73.85069,40.87549
81,Bronx,0,-73.85255,40.87709
81,Bronx,0,-73.85092,40.87789
81,Bronx,0,-73.85248,40.87946
81,Bronx,0,-73.84705,40.88767
81,Bronx,0,-73.83555,40.88913
81,Bronx,0,-73.83738,40.89392
82,Queens,0,-73.86769,40.74407
82,Queens,0,-73.86756,40.74094
82,Queens,0,-73.86447,40.73401
82,Queens,0,-73.87969,40.72901
82,Queens,0,-73.88721,40.72779
82,Queens,0,-73.88852,40.73453
82,Queens,0,-73.88353,40.73385
82,Queens,0,-73.87752,40.73159
82,Queens,0,-73.87822,40.7321
82,Queens,0,-73.87708,40.73291
82,Queens,0,-73.88066,40.73571
82,Queens,0,-73.88033,40.73733
82,Queens,0,-73.8823,40.73771
82,Queens,0,-73.87743,40.7386
82,Queens,0,-73.881,40.74184
82,Queens,0,-73.88294,40.74161
82,Queens,0,-73.88283,40.74099
82,Queens,0,-73.88551,40.74017
82,Queens,0,-73.88573,40.74129
82,Queens,0,-73.88751,40.74108
82,Queens,0,-73.88799,40.74355
82,Queens,0,-73.89072,40.74313
82,Queens,0,-73.89175,40.74681
82,Queens,0,-73.86942,40.74916
82,Queens,0,-73.86769,40.74407
83,Queens,0,-73.89139,40.74664
83,Queens,0,-73.89072,40.74313
83,Queens,0,-73.88799,40.74355
83,Queens,0,-73.88751,40.74108
83,Queens,0,-73.88573,40.74129
83,Queens,0,-73.88551,40.74017
83,Queens,0,-73.88283,40.74099
83,Queens,0,-73.88294,40.74161
83,Queens,0,-73.881,40.74184
83,Queens,0,-73.87792,40.73939
83,Queens,0,-73.87743,40.7386
83,Queens,0,-73.8823,40.73771
83,Queens,0,-73.88033,40.73733
83,Queens,0,-73.88066,40.73571
83,Queens,0,-73.87708,40.73291
83,Queens,0,-73.87822,40.7321
83,Queens,0,-73.87725,40.73179
83,Queens,0,-73.87752,40.73159
83,Queens,0,-73.88353,40.73385
83,Queens,0,-73.8891,40.73459
83,Queens,0,-73.89855,40.73519
83,Queens,0,-73.90108,40.73391
83,Queens,0,-73.90517,40.73586
83,Queens,0,-73.90629,40.7324
83,Queens,0,-73.91069,40.73347
83,Queens,0,-73.90926,40.7364
83,Queens,0,-73.90058,40.73949
83,Queens,0,-73.89525,40.74382
83,Queens,0,-73.89469,40.74562
83,Queens,0,-73.89624,40.74872
83,Queens,0,-73.89139,40.74664
85,Brooklyn,0,-73.94716,40.65559
85,Brooklyn,0,-73.94703,40.65434
85,Brooklyn,0,-73.94607,40.65441
85,Brooklyn,0,-73.94571,40.65101
85,Brooklyn,0,-73.94667,40.65095
85,Brooklyn,0,-73.94587,40.64342
85,Brooklyn,0,-73.94779,40.64331
85,Brooklyn,0,-73.94744,40.64005
85,Brooklyn,0,-73.94841,40.63999
85,Brooklyn,0,-73.94826,40.63861
85,Brooklyn,0,-73.9536,40.63842
85,Brooklyn,0,-73.95764,40.64269
85,Brooklyn,0,-73.95871,40.65039
85,Brooklyn,0,-73.94957,40.65081
85,Brooklyn,0,-73.95007,40.65542
85,Brooklyn,0,-73.94716,40.65559
86,Queens,0,-73.76669,40.61423
86,Queens,0,-73.76516,40.61375
86,Queens,0,-73.76506,40.61204
86,Queens,0,-73.7623,40.61136
86,Queens,0,-73.76172,40.61185
86,Queens,0,-73.76024,40.61082
86,Queens,0,-73.76178,40.60915
86,Queens,0,-73.76155,40.60903
86,Queens,0,-73.75998,40.61088
86,Queens,0,-73.75949,40.61082
86,Queens,0,-73.75972,40.61015
86,Queens,0,-73.75561,40.61008
86,Queens,0,-73.75587,40.61039
86,Queens,0,-73.755,40.61013
86,Queens,0,-73.74799,40.61231
86,Queens,0,-73.74686,40.61157
86,Queens,0,-73.74576,40.61199
86,Queens,0,-73.74315,40.60726
86,Queens,0,-73.73815,40.60271
86,Queens,0,-73.73809,40.59769
86,Queens,0,-73.73872,40.59695
86,Queens,0,-73.73858,40.59725
86,Queens,0,-73.73993,40.59705
86,Queens,0,-73.7401,40.59621
86,Queens,0,-73.74064,40.597
86,Queens,0,-73.74183,40.5967
86,Queens,0,-73.73993,40.59606
86,Queens,0,-73.7398,40.59688
86,Queens,0,-73.73858,40.59686
86,Queens,0,-73.73812,40.59739
86,Queens,0,-73.73764,40.59442
86,Queens,0,-73.74223,40.59491
86,Queens,0,-73.74665,40.59428
86,Queens,0,-73.75023,40.59271
86,Queens,0,-73.75155,40.59142
86,Queens,0,-73.75353,40.59095
86,Queens,0,-73.76134,40.59173
86,Queens,0,-73.76376,40.59144
86,Queens,0,-73.7644,40.59457
86,Queens,0,-73.76278,40.59476
86,Queens,0,-73.76333,40.59782
86,Queens,0,-73.76129,40.59955
86,Queens,0,-73.76166,40.59997
86,Queens,0,-73.76336,40.59911
86,Queens,0,-73.76445,40.60044
86,Queens,0,-73.76654,40.59943
86,Queens,0,-73.766,40.59872
86,Queens,0,-73.76696,40.59807
86,Queens,0,-73.76772,40.59626
86,Queens,0,-73.76795,40.59816
86,Queens,0,-73.77098,40.59889
86,Queens,0,-73.77111,40.60055
86,Queens,0,-73.77019,40.60275
86,Queens,0,-73.77048,40.60484
86,Queens,0,-73.76896,40.60928
86,Queens,0,-73.77221,40.6115
86,Queens,0,-73.77338,40.61115
86,Queens,0,-73.77296,40.61015
86,Queens,0,-73.77417,40.61183
86,Queens,0,-73.7734,40.61368
86,Queens,0,-73.76669,40.61423
87,Manhattan,0,-74.00506,40.70879
87,Manhattan,0,-74.00197,40.70473
87,Manhattan,0,-74.00332,40.70563
87,Manhattan,0,-74.00297,40.70477
87,Manhattan,0,-74.00364,40.70542
87,Manhattan,0,-74.00459,40.70479
87,Manhattan,0,-74.0035,40.7038
87,Manhattan,0,-74.00481,40.70464
87,Manhattan,0,-74.00535,40.70431
87,Manhattan,0,-74.00427,40.70302
87,Manhattan,0,-74.00564,40.70411
87,Manhattan,0,-74.0066,40.70369
87,Manhattan,0,-74.0053,40.70256
87,Manhattan,0,-74.0055,40.70243
87,Manhattan,0,-74.00679,40.70357
87,Manhattan,0,-74.0078,40.70306
87,Manhattan,0,-74.00975,40.70478
87,Manhattan,0,-74.00987,40.7058
87,Manhattan,0,-74.01251,40.70677
87,Manhattan,0,-74.00906,40.71089
87,Manhattan,0,-74.00506,40.70879
88,Manhattan,0,-74.00975,40.70478
88,Manhattan,0,-74.0076,40.70299
88,Manhattan,0,-74.00931,40.70195
88,Manhattan,0,-74.0087,40.70114
88,Manhattan,0,-74.00759,40.70133
88,Manhattan,0,-74.00862,40.70055
88,Manhattan,0,-74.0096,40.70187
88,Manhattan,0,-74.01117,40.70148
88,Manhattan,0,-74.01083,40.70021
88,Manhattan,0,-74.01115,40.7009
88,Manhattan,0,-74.01209,40.70068
88,Manhattan,0,-74.01196,40.70004
88,Manhattan,0,-74.01239,40.70062
88,Manhattan,0,-74.01261,40.70011
88,Manhattan,0,-74.01311,40.70051
88,Manhattan,0,-74.01304,40.69977
88,Manhattan,0,-74.01327,40.7005
88,Manhattan,0,-74.01349,40.70048
88,Manhattan,0,-74.01353,40.70011
88,Manhattan,0,-74.01367,40.70013
88,Manhattan,0,-74.01429,40.70455
88,Manhattan,0,-74.01327,40.70455
88,Manhattan,0,-74.01325,40.70587
88,Manhattan,0,-74.01251,40.70677
88,Manhattan,0,-74.00987,40.7058
88,Manhattan,0,-74.00975,40.70478
89,Brooklyn,0,-73.95375,40.63859
89,Brooklyn,0,-73.94537,40.63879
89,Brooklyn,0,-73.94463,40.63184
89,Brooklyn,0,-73.94648,40.63171
89,Brooklyn,0,-73.94416,40.62951
89,Brooklyn,0,-73.95996,40.62778
89,Brooklyn,0,-73.96041,40.63016
89,Brooklyn,0,-73.96233,40.62997
89,Brooklyn,0,-73.97137,40.62893
89,Brooklyn,0,-73.97092,40.62657
89,Brooklyn,0,-73.97623,40.62598
89,Brooklyn,0,-73.97717,40.63075
89,Brooklyn,0,-73.96987,40.63419
89,Brooklyn,0,-73.97029,40.63641
89,Brooklyn,0,-73.96804,40.63665
89,Brooklyn,0,-73.9714,40.64826
89,Brooklyn,0,-73.96465,40.65089
89,Brooklyn,0,-73.96621,40.65319
89,Brooklyn,0,-73.95986,40.65563
89,Brooklyn,0,-73.95764,40.64269
89,Brooklyn,0,-73.95375,40.63859
90,Manhattan,0,-73.99142,40.7448
90,Manhattan,0,-73.99684,40.73736
90,Manhattan,0,-74.00252,40.73975
90,Manhattan,0,-73.9971,40.74721
90,Manhattan,0,-73.99142,40.7448
91,Brooklyn,0,-73.91974,40.64278
91,Brooklyn,0,-73.9169,40.61627
91,Brooklyn,0,-73.92053,40.61394
91,Brooklyn,0,-73.92062,40.61484
91,Brooklyn,0,-73.9264,40.61448
91,Brooklyn,0,-73.9263,40.61312
91,Brooklyn,0,-73.93173,40.61793
91,Brooklyn,0,-73.9332,40.61697
91,Brooklyn,0,-73.93687,40.62025
91,Brooklyn,0,-73.94079,40.6177
91,Brooklyn,0,-73.94347,40.61739
91,Brooklyn,0,-73.94574,40.61536
91,Brooklyn,0,-73.94651,40.61949
91,Brooklyn,0,-73.94452,40.61971
91,Brooklyn,0,-73.94542,40.6245
91,Brooklyn,0,-73.94642,40.62439
91,Brooklyn,0,-73.94733,40.62917
91,Brooklyn,0,-73.94416,40.62951
91,Brooklyn,0,-73.94648,40.63171
91,Brooklyn,0,-73.93702,40.63231
91,Brooklyn,0,-73.93727,40.63465
91,Brooklyn,0,-73.92745,40.63526
91,Brooklyn,0,-73.92616,40.63757
91,Brooklyn,0,-73.92538,40.64238
91,Brooklyn,0,-73.92357,40.6425
91,Brooklyn,0,-73.92333,40.6399
91,Brooklyn,0,-73.91974,40.64278
92,Queens,0,-73.82583,40.77592
92,Queens,0,-73.82656,40.77014
92,Queens,0,-73.82467,40.77041
92,Queens,0,-73.82348,40.76465
92,Queens,0,-73.82081,40.75894
92,Queens,0,-73.81789,40.75709
92,Queens,0,-73.8203,40.75551
92,Queens,0,-73.81841,40.75383
92,Queens,0,-73.82085,40.75224
92,Queens,0,-73.81537,40.74722
92,Queens,0,-73.81575,40.74698
92,Queens,0,-73.82108,40.74856
92,Queens,0,-73.82426,40.75183
92,Queens,0,-73.82577,40.75097
92,Queens,0,-73.82584,40.74935
92,Queens,0,-73.82766,40.74986
92,Queens,0,-73.833,40.74783
92,Queens,0,-73.8323,40.75194
92,Queens,0,-73.8356,40.75139
92,Queens,0,-73.83701,40.75403
92,Queens,0,-73.83806,40.75467
92,Queens,0,-73.83867,40.75702
92,Queens,0,-73.83679,40.76117
92,Queens,0,-73.8369,40.7627
92,Queens,0,-73.8379,40.76459
92,Queens,0,-73.83946,40.76545
92,Queens,0,-73.83614,40.76953
92,Queens,0,-73.83,40.77373
92,Queens,0,-73.82514,40.7817
92,Queens,0,-73.82224,40.78169
92,Queens,0,-73.82433,40.77674
92,Queens,0,-73.82583,40.77592
93,Queens,0,-73.85764,40.7631
93,Queens,0,-73.85667,40.76393
93,Queens,0,-73.85758,40.76307
93,Queens,0,-73.85659,40.76272
93,Queens,0,-73.8576,40.76305
93,Queens,0,-73.85818,40.7624
93,Queens,0,-73.85661,40.76165
93,Queens,0,-73.85819,40.76237
93,Queens,0,-73.85859,40.76192
93,Queens,0,-73.85748,40.76131
93,Queens,0,-73.85159,40.75936
93,Queens,0,-73.8493,40.76024
93,Queens,0,-73.84987,40.7611
93,Queens,0,-73.85207,40.76039
93,Queens,0,-73.84981,40.76127
93,Queens,0,-73.84869,40.76014
93,Queens,0,-73.84671,40.76135
93,Queens,0,-73.84324,40.75534
